12,1,1
2,1,1
9,1,1
7,3,1
13,12,1
16,7,1
10,12,10
11,12,1
8,1,1
3,15,17
17,8,7
4,2,1
6,1,1
14,6,1
5,15,14
1,17,1
15,4,1
